"email_address","institute_sr_no","email_seq","ZB Status","ZB Sub status","ZB Account","ZB Free Email"
"registrar@saveetha.com","481","4","do_not_mail","possible_trap","registrar","False"
"registrar@sbvu.ac.in","482","4","do_not_mail","possible_trap","registrar","False"
"registrar@sduu.ac.in","483","4","do_not_mail","possible_trap","registrar","False"
"registrar@shiats.edu.in","484","4","do_not_mail","possible_trap","registrar","False"
"registrar@shobhituniversity.ac.in","485","4","do_not_mail","possible_trap","registrar","False"
"registrar@siu.edu.in","486","4","do_not_mail","possible_trap","registrar","False"
"registrar@spiher.ac.in","487","4","do_not_mail","possible_trap","registrar","False"
"registrar@srmist.edu.in","488","4","do_not_mail","possible_trap","registrar","False"
"registrar@sssihl.edu.in","489","4","do_not_mail","possible_trap","registrar","False"
"registrar@sumandeepvidyapeethdu.edu.in","490","4","do_not_mail","possible_trap","registrar","False"
"registrar@tmv.edu.in","491","4","do_not_mail","possible_trap","registrar","False"
"registrar@velsuniv.ac.in","492","4","do_not_mail","possible_trap","registrar","False"
"registrar@yenepoya.edu.in","493","4","do_not_mail","possible_trap","registrar","False"
"registrar@avinuty.ac.in","494","4","do_not_mail","possible_trap","registrar","False"
"registrar@bldedu.ac.in","495","4","do_not_mail","possible_trap","registrar","False"
"registrar@care.edu.in","496","4","do_not_mail","possible_trap","registrar","False"
"registrar@chaitanya.edu.in","497","4","do_not_mail","possible_trap","registrar","False"
"registrar@cibs.ac.in","498","4","do_not_mail","possible_trap","registrar","False"
"registrar@dypatilunikop.org","499","4","do_not_mail","possible_trap","registrar","False"
"registrar@ftii.ac.in","500","4","do_not_mail","possible_trap","registrar","False"
"registrar@gmrit.edu.in","501","4","do_not_mail","possible_trap","registrar","False"
"registrar@heartfulness.org","502","4","do_not_mail","possible_trap","registrar","False"
"registrar@hindustanuniv.ac.in","503","4","do_not_mail","possible_trap","registrar","False"
"registrar@iifm.ac.in","504","4","do_not_mail","possible_trap","registrar","False"
"registrar@iihs.co.in","505","4","do_not_mail","possible_trap","registrar","False"
"registrar@iisc.ac.in","506","4","do_not_mail","possible_trap","registrar","False"
"registrar@ili.ac.in","507","4","do_not_mail","possible_trap","registrar","False"
"registrar@jrnrvu.edu.in","508","4","do_not_mail","possible_trap","registrar","False"
"registrar@kahedu.edu.in","509","4","do_not_mail","possible_trap","registrar","False"
"registrar@kalasalingam.ac.in","511","4","do_not_mail","possible_trap","registrar","False"
"registrar@kanchiuniv.ac.in","512","4","do_not_mail","possible_trap","registrar","False"
"registrar@khsindia.org","513","4","do_not_mail","possible_trap","registrar","False"
"vc@khsindia.org","513","5","do_not_mail","mx_forward","vc","False"
"registrar@kiit.ac.in","514","4","do_not_mail","possible_trap","registrar","False"
"registrar@kiss.ac.in","515","4","do_not_mail","possible_trap","registrar","False"
"registrar@kristujayanti.edu.in","516","4","do_not_mail","possible_trap","registrar","False"
"registrar@kvv.edu.in","517","4","do_not_mail","possible_trap","registrar","False"
"registrar@maher.ac.in","518","4","do_not_mail","possible_trap","registrar","False"
"registrar@manavrachna.edu.in","519","4","do_not_mail","possible_trap","registrar","False"
"registrar@mits.ac.in","520","4","do_not_mail","possible_trap","registrar","False"
"registrar@mrdu.edu.in","521","4","do_not_mail","possible_trap","registrar","False"
"registrar@ndri.res.in","522","4","do_not_mail","possible_trap","registrar","False"
"registrar@niamt.ac.in","523","4","do_not_mail","possible_trap","registrar","False"
"registrar@nitttrbpl.ac.in","524","4","do_not_mail","possible_trap","registrar","False"
"registrar@nriit.edu.in","525","4","do_not_mail","possible_trap","registrar","False"
"registrar@pec.ac.in","526","4","do_not_mail","possible_trap","registrar","False"
"registrar@phfi.org","527","4","do_not_mail","possible_trap","registrar","False"
"registrar@pimrindore.ac.in","528","4","do_not_mail","possible_trap","registrar","False"
"registrar@santosh.ac.in","529","4","do_not_mail","possible_trap","registrar","False"
"registrar@srfti.ac.in","530","4","do_not_mail","possible_trap","registrar","False"
"registrar@svyasa.edu.in","531","4","do_not_mail","possible_trap","registrar","False"
"registrar@vignan.ac.in","532","4","do_not_mail","possible_trap","registrar","False"
"registrar@vit.ac.in","533","4","do_not_mail","possible_trap","registrar","False"
"registrar@vmrfdu.edu.in","534","4","do_not_mail","possible_trap","registrar","False"
"registrar@web.mitsgwalior.in","535","4","do_not_mail","possible_trap","registrar","False"
"registrar@ametuniv.ac.in","536","4","do_not_mail","possible_trap","registrar","False"
"registrar@audisankara.ac.in","537","4","do_not_mail","possible_trap","registrar","False"
"registrar@aurora.ac.in","538","4","do_not_mail","possible_trap","registrar","False"
"registrar@bharathuniv.ac.in","539","4","do_not_mail","possible_trap","registrar","False"
"registrar@bits-pilani.ac.in","540","4","do_not_mail","possible_trap","registrar","False"
"registrar@cit.ac.in","541","4","do_not_mail","possible_trap","registrar","False"
"registrar@cmi.ac.in","542","4","do_not_mail","possible_trap","registrar","False"
"registrar@cvv.ac.in","543","4","do_not_mail","possible_trap","registrar","False"
"registrar@dcpune.ac.in","544","4","do_not_mail","possible_trap","registrar","False"
"registrar@dei.ac.in","545","4","do_not_mail","possible_trap","registrar","False"
"registrar@diat.ac.in","546","4","do_not_mail","possible_trap","registrar","False"
"registrar@drmgrdu.ac.in","547","4","do_not_mail","possible_trap","registrar","False"
"registrar@geu.ac.in","548","4","do_not_mail","possible_trap","registrar","False"
"registrar@ictmumbai.edu.in","549","4","do_not_mail","possible_trap","registrar","False"
"registrar@iipsindia.ac.in","550","4","do_not_mail","possible_trap","registrar","False"
"registrar@iisuniv.ac.in","551","4","do_not_mail","possible_trap","registrar","False"
"registrar@ilbs.in","552","4","do_not_mail","possible_trap","registrar","False"
"registrar@kalamandalam.ac.in","553","4","do_not_mail","possible_trap","registrar","False"
"registrar@karunya.edu","554","4","do_not_mail","possible_trap","registrar","False"
"registrar@kiet.edu","555","4","do_not_mail","possible_trap","registrar","False"
"registrar@lingayasuniversity.edu.in","556","4","do_not_mail","possible_trap","registrar","False"
"registrar@mallareddyvishwavidyapeeth.com","557","4","do_not_mail","possible_trap","registrar","False"
"vc@mallareddyvishwavidyapeeth.com","557","5","do_not_mail","mx_forward","vc","False"
"registrar@mgmuhs.com","558","4","do_not_mail","possible_trap","registrar","False"
"registrar@mmumullana.org","559","4","do_not_mail","possible_trap","registrar","False"
"registrar@nia.nic.in","560","4","do_not_mail","global_suppression","registrar","False"
"vc@nia.nic.in","560","5","do_not_mail","global_suppression","vc","False"
"registrar@nitttrc.ac.in","561","4","do_not_mail","possible_trap","registrar","False"
"registrar@nitttrchd.ac.in","562","4","do_not_mail","possible_trap","registrar","False"
"registrar@nitttrkol.ac.in","563","4","do_not_mail","possible_trap","registrar","False"
"registrar@nmims.edu","564","4","do_not_mail","possible_trap","registrar","False"
"registrar@nnm.ac.in","565","4","do_not_mail","possible_trap","registrar","False"
"registrar@pmu.edu","566","4","do_not_mail","possible_trap","registrar","False"
"registrar@pravara.com","567","4","do_not_mail","possible_trap","registrar","False"
"registrar@ruraluniv.ac.in","568","4","do_not_mail","possible_trap","registrar","False"
"registrar@sathyabama.ac.in","569","4","do_not_mail","possible_trap","registrar","False"
"registrar@sirjjschoolofart.in","570","4","do_not_mail","possible_trap","registrar","False"
"registrar@soa.ac.in","571","4","do_not_mail","possible_trap","registrar","False"
"registrar@sriramachandra.edu.in","572","4","do_not_mail","possible_trap","registrar","False"
"registrar@staloysius.edu.in","573","4","do_not_mail","possible_trap","registrar","False"
"registrar@tcetmumbai.in","574","4","do_not_mail","possible_trap","registrar","False"
"registrar@tcgcrest.org","575","4","do_not_mail","possible_trap","registrar","False"
"registrar@terisas.ac.in","576","4","do_not_mail","possible_trap","registrar","False"
"registrar@thapar.edu","577","4","do_not_mail","possible_trap","registrar","False"
"registrar@tifr.res.in","578","4","do_not_mail","possible_trap","registrar","False"
"registrar@tiss.edu","579","4","do_not_mail","possible_trap","registrar","False"
"registrar@veltech.edu.in","580","4","do_not_mail","possible_trap","registrar","False"
"registrar@vrsiddhartha.ac.in","581","4","do_not_mail","possible_trap","registrar","False"
"registrar@mbu.asia","583","4","do_not_mail","possible_trap","registrar","False"
"registrar@abhilashiuniversity.com","584","4","do_not_mail","possible_trap","registrar","False"
"registrar@abhyudayuniversity.com","585","4","do_not_mail","possible_trap","registrar","False"
"registrar@bhagwantuniversity.com","586","4","do_not_mail","possible_trap","registrar","False"
"registrar@capitaluniversitysikkim.com","587","4","do_not_mail","possible_trap","registrar","False"
"registrar@cmchbhopal.com","588","4","do_not_mail","possible_trap","registrar","False"
"registrar@dknmuncr.com","589","4","do_not_mail","possible_trap","registrar","False"
"registrar@ethicsuniversityuk.com","590","4","do_not_mail","possible_trap","registrar","False"
"registrar@gdgoenkauniversity.com","591","4","do_not_mail","possible_trap","registrar","False"
"registrar@geetanjaliuniversity.com","592","4","do_not_mail","possible_trap","registrar","False"
"registrar@himalayanuniversity.com","593","4","do_not_mail","possible_trap","registrar","False"
"registrar@iimtu.com","594","4","do_not_mail","possible_trap","registrar","False"
"registrar@iiuler.com","595","4","do_not_mail","possible_trap","registrar","False"
"registrar@karnavatiuniversity.com","598","4","do_not_mail","possible_trap","registrar","False"
"registrar@malwanchaluniversity.com","599","4","do_not_mail","possible_trap","registrar","False"
"registrar@matagujriuniversity.com","600","4","do_not_mail","possible_trap","registrar","False"
"registrar@mgusikkim.com","601","4","do_not_mail","possible_trap","registrar","False"
"registrar@mituniversitysikkim.com","602","4","do_not_mail","possible_trap","registrar","False"
"registrar@mjrpuniversity.com","603","4","do_not_mail","global_suppression","registrar","False"
"vc@mjrpuniversity.com","603","5","do_not_mail","global_suppression","vc","False"
"registrar@mmyvv.com","604","4","do_not_mail","possible_trap","registrar","False"
"registrar@phonicsuniversity.com","607","4","do_not_mail","possible_trap","registrar","False"
"registrar@rayatbahrahsp.com","608","4","do_not_mail","possible_trap","registrar","False"
"registrar@sainathuniversity.com","609","4","do_not_mail","possible_trap","registrar","False"
"registrar@shooliniuniversity.com","610","4","do_not_mail","possible_trap","registrar","False"
"registrar@shridavarauniversity.com","611","4","do_not_mail","global_suppression","registrar","False"
"vc@shridavarauniversity.com","611","5","do_not_mail","global_suppression","vc","False"
"registrar@shrishankaracharyauniversity.com","612","4","do_not_mail","possible_trap","registrar","False"
"registrar@sikkiminternationaluniversity.com","613","4","do_not_mail","possible_trap","registrar","False"
"registrar@skduniversity.com","614","4","do_not_mail","possible_trap","registrar","False"
"registrar@skuindia.com","615","4","do_not_mail","possible_trap","registrar","False"
"registrar@starexuniversity.com","617","4","do_not_mail","possible_trap","registrar","False"
"registrar@tantiauniversity.com","618","4","do_not_mail","possible_trap","registrar","False"
"registrar@amity.edu","619","4","do_not_mail","possible_trap","registrar","False"
"registrar@giet.edu","621","4","do_not_mail","possible_trap","registrar","False"
"registrar@iilm.edu","622","4","do_not_mail","possible_trap","registrar","False"
"registrar@jaipur.manipal.edu","623","4","do_not_mail","possible_trap","registrar","False"
"registrar@ncuindia.edu","624","4","do_not_mail","possible_trap","registrar","False"
"registrar@nist.edu","625","4","do_not_mail","possible_trap","registrar","False"
"registrar@pes.edu","626","4","do_not_mail","possible_trap","registrar","False"
"registrar@raiuniversity.edu","627","4","do_not_mail","possible_trap","registrar","False"
"registrar@somaiya.edu","628","4","do_not_mail","possible_trap","registrar","False"
"registrar@abvsu.ac.in","630","4","do_not_mail","possible_trap","registrar","False"
"registrar@adamasuniversity.ac.in","631","4","do_not_mail","possible_trap","registrar","False"
"registrar@adaniuni.ac.in","632","4","do_not_mail","possible_trap","registrar","False"
"registrar@adeshuniversity.ac.in","633","4","do_not_mail","possible_trap","registrar","False"
"registrar@ahu.ac.in","634","4","do_not_mail","possible_trap","registrar","False"
"registrar@aiph.ac.in","635","4","do_not_mail","possible_trap","registrar","False"
"registrar@aisectuniversityjharkhand.ac.in","636","4","do_not_mail","possible_trap","registrar","False"
"registrar@aksuniversity.ac.in","637","4","do_not_mail","possible_trap","registrar","False"
"registrar@amrapali.ac.in","638","4","do_not_mail","possible_trap","registrar","False"
"registrar@anjaneyauniversity.ac.in","639","4","do_not_mail","possible_trap","registrar","False"
"registrar@arkajainuniversity.ac.in","640","4","do_not_mail","possible_trap","registrar","False"
"registrar@arunachaluniversity.ac.in","641","4","do_not_mail","possible_trap","registrar","False"
"registrar@arunodayauniversity.ac.in","642","4","do_not_mail","possible_trap","registrar","False"
"registrar@asbm.ac.in","643","4","do_not_mail","possible_trap","registrar","False"
"registrar@atmiyauni.ac.in","644","4","do_not_mail","possible_trap","registrar","False"
"registrar@auindia.ac.in","645","4","do_not_mail","possible_trap","registrar","False"
"registrar@baddiuniv.ac.in","646","4","do_not_mail","possible_trap","registrar","False"
"registrar@bbdu.ac.in","647","4","do_not_mail","possible_trap","registrar","False"
"registrar@bdsu.ac.in","648","4","do_not_mail","possible_trap","registrar","False"
"registrar@bgu.ac.in","649","4","do_not_mail","possible_trap","registrar","False"
"registrar@birtikendrajituniversity.ac.in","650","4","do_not_mail","possible_trap","registrar","False"
"registrar@bmu.ac.in","651","4","do_not_mail","possible_trap","registrar","False"
"registrar@bmusurat.ac.in","652","4","do_not_mail","possible_trap","registrar","False"
"registrar@bnuniversity.ac.in","653","4","do_not_mail","possible_trap","registrar","False"
"registrar@brainwareuniversity.ac.in","654","4","do_not_mail","possible_trap","registrar","False"
"registrar@cept.ac.in","655","4","do_not_mail","possible_trap","registrar","False"
"registrar@cgu-odisha.ac.in","656","4","do_not_mail","possible_trap","registrar","False"
"registrar@charusat.ac.in","657","4","do_not_mail","possible_trap","registrar","False"
"registrar@csmu.ac.in","658","4","do_not_mail","possible_trap","registrar","False"
"registrar@cutm.ac.in","660","4","do_not_mail","possible_trap","registrar","False"
"registrar@cutmap.ac.in","661","4","do_not_mail","possible_trap","registrar","False"
"registrar@cvru.ac.in","662","4","do_not_mail","possible_trap","registrar","False"
"registrar@cvrubihar.ac.in","663","4","do_not_mail","possible_trap","registrar","False"
"registrar@daiict.ac.in","664","4","do_not_mail","possible_trap","registrar","False"
"registrar@darshan.ac.in","665","4","do_not_mail","possible_trap","registrar","False"
"registrar@dbuniversity.ac.in","666","4","do_not_mail","possible_trap","registrar","False"
"registrar@driems.ac.in","667","4","do_not_mail","possible_trap","registrar","False"
"registrar@dsuniversity.ac.in","668","4","do_not_mail","possible_trap","registrar","False"
"registrar@dsvv.ac.in","669","4","do_not_mail","possible_trap","registrar","False"
"registrar@durgasorenuniversity.ac.in","670","4","do_not_mail","possible_trap","registrar","False"
"registrar@dypiu.ac.in","671","4","do_not_mail","possible_trap","registrar","False"
"registrar@eklavyauniversity.ac.in","672","4","do_not_mail","possible_trap","registrar","False"
"registrar@gandhinagaruni.ac.in","673","4","do_not_mail","possible_trap","registrar","False"
"registrar@ganpatuniversity.ac.in","674","4","do_not_mail","possible_trap","registrar","False"
"registrar@gcuniversity.ac.in","675","4","do_not_mail","possible_trap","registrar","False"
"registrar@gehu.ac.in","676","4","do_not_mail","possible_trap","registrar","False"
"registrar@gla.ac.in","677","4","do_not_mail","possible_trap","registrar","False"
"registrar@glsuniversity.ac.in","678","4","do_not_mail","possible_trap","registrar","False"
"registrar@gmu.ac.in","679","4","do_not_mail","possible_trap","registrar","False"
"registrar@gnsu.ac.in","680","4","do_not_mail","possible_trap","registrar","False"
"registrar@gokuluniversity.ac.in","681","4","do_not_mail","possible_trap","registrar","False"
"registrar@gsuniversity.ac.in","682","4","do_not_mail","possible_trap","registrar","False"
"registrar@gyanodayauniversity.ac.in","683","4","do_not_mail","possible_trap","registrar","False"
"registrar@hgu.ac.in","684","4","do_not_mail","possible_trap","registrar","False"
"registrar@hrit.ac.in","685","4","do_not_mail","possible_trap","registrar","False"
"registrar@huroorkee.ac.in","686","4","do_not_mail","possible_trap","registrar","False"
"registrar@iar.ac.in","687","4","do_not_mail","possible_trap","registrar","False"
"registrar@iecuniversity.ac.in","688","4","do_not_mail","possible_trap","registrar","False"
"registrar@iesuniversity.ac.in","689","4","do_not_mail","possible_trap","registrar","False"
"registrar@iftmuniversity.ac.in","690","4","do_not_mail","possible_trap","registrar","False"
"registrar@iilm.ac.in","691","4","do_not_mail","possible_trap","registrar","False"
"registrar@indusuni.ac.in","692","4","do_not_mail","possible_trap","registrar","False"
"registrar@isu.ac.in","693","4","do_not_mail","possible_trap","registrar","False"
"registrar@itm.ac.in","694","4","do_not_mail","possible_trap","registrar","False"
"registrar@itmbu.ac.in","695","4","do_not_mail","possible_trap","registrar","False"
"registrar@jagannathuniversityncr.ac.in","696","4","do_not_mail","possible_trap","registrar","False"
"registrar@jisuniversity.ac.in","698","4","do_not_mail","possible_trap","registrar","False"
"registrar@jjtu.ac.in","699","4","do_not_mail","possible_trap","registrar","False"
"registrar@jmau.ac.in","700","4","do_not_mail","possible_trap","registrar","False"
"registrar@jnujaipur.ac.in","701","4","do_not_mail","possible_trap","registrar","False"
"registrar@jspmuni.ac.in","702","4","do_not_mail","possible_trap","registrar","False"
"registrar@juet.ac.in","703","4","do_not_mail","possible_trap","registrar","False"
"registrar@juit.ac.in","704","4","do_not_mail","possible_trap","registrar","False"
"registrar@kalingauniversity.ac.in","705","4","do_not_mail","possible_trap","registrar","False"
"registrar@khalsauniversity.ac.in","706","4","do_not_mail","possible_trap","registrar","False"
"registrar@kkuniversity.ac.in","707","4","do_not_mail","possible_trap","registrar","False"
"registrar@kletech.ac.in","708","4","do_not_mail","possible_trap","registrar","False"
"registrar@kpgu.ac.in","709","4","do_not_mail","possible_trap","registrar","False"
"registrar@lnctu.ac.in","710","4","do_not_mail","possible_trap","registrar","False"
"registrar@lnctvu.ac.in","711","4","do_not_mail","possible_trap","registrar","False"
"registrar@ltsu.ac.in","712","4","do_not_mail","possible_trap","registrar","False"
"registrar@maharishiuniversity.ac.in","714","4","do_not_mail","possible_trap","registrar","False"
"registrar@mallareddyuniversity.ac.in","715","4","do_not_mail","possible_trap","registrar","False"
"registrar@marwadiuniversity.ac.in","716","4","do_not_mail","possible_trap","registrar","False"
"registrar@matsuniversity.ac.in","717","4","do_not_mail","possible_trap","registrar","False"
"registrar@mauj.ac.in","718","4","do_not_mail","possible_trap","registrar","False"
"registrar@medicaps.ac.in","719","4","do_not_mail","possible_trap","registrar","False"
"registrar@mgmu.ac.in","720","4","do_not_mail","possible_trap","registrar","False"
"registrar@mgug.ac.in","721","4","do_not_mail","possible_trap","registrar","False"
"registrar@mitvpu.ac.in","722","4","do_not_mail","possible_trap","registrar","False"
"registrar@mku.ac.in","723","4","do_not_mail","possible_trap","registrar","False"
"registrar@modyuniversity.ac.in","724","4","do_not_mail","possible_trap","registrar","False"
"registrar@monarkuni.ac.in","725","4","do_not_mail","possible_trap","registrar","False"
"registrar@mpu.ac.in","726","4","do_not_mail","possible_trap","registrar","False"
"registrar@msds.ac.in","727","4","do_not_mail","possible_trap","registrar","False"
"registrar@msruas.ac.in","728","4","do_not_mail","possible_trap","registrar","False"
"registrar@mssv.ac.in","729","4","do_not_mail","possible_trap","registrar","False"
"registrar@mvgu.ac.in","730","4","do_not_mail","possible_trap","registrar","False"
"registrar@nicmar.ac.in","731","4","do_not_mail","possible_trap","registrar","False"
"registrar@nirmauni.ac.in","732","4","do_not_mail","possible_trap","registrar","False"
"registrar@nirwanuniversity.ac.in","733","4","do_not_mail","possible_trap","registrar","False"
"registrar@nobleuniversity.ac.in","734","4","do_not_mail","possible_trap","registrar","False"
"registrar@nsuniv.ac.in","735","4","do_not_mail","possible_trap","registrar","False"
"registrar@nuv.ac.in","736","4","do_not_mail","possible_trap","registrar","False"
"registrar@opju.ac.in","737","4","do_not_mail","possible_trap","registrar","False"
"registrar@osgu.ac.in","738","4","do_not_mail","possible_trap","registrar","False"
"registrar@paruluniversity.ac.in","739","4","do_not_mail","possible_trap","registrar","False"
"registrar@pdm.ac.in","740","4","do_not_mail","possible_trap","registrar","False"
"registrar@pdpu.ac.in","741","4","do_not_mail","possible_trap","registrar","False"
"registrar@ppsu.ac.in","742","4","do_not_mail","possible_trap","registrar","False"
"registrar@ramauniversity.ac.in","743","4","do_not_mail","possible_trap","registrar","False"
"registrar@renaissance.ac.in","744","4","do_not_mail","possible_trap","registrar","False"
"registrar@rimt.ac.in","745","4","do_not_mail","possible_trap","registrar","False"
"registrar@rku.ac.in","746","4","do_not_mail","possible_trap","registrar","False"
"registrar@rntu.ac.in","747","4","do_not_mail","possible_trap","registrar","False"
"registrar@rungta.ac.in","748","4","do_not_mail","possible_trap","registrar","False"
"registrar@saitirupatiuniversity.ac.in","749","4","do_not_mail","possible_trap","registrar","False"
"registrar@samglobaluniversity.ac.in","750","4","do_not_mail","possible_trap","registrar","False"
"registrar@sangamuniversity.ac.in","751","4","do_not_mail","possible_trap","registrar","False"
"registrar@sanjayghodawatuniversity.ac.in","752","4","do_not_mail","possible_trap","registrar","False"
"registrar@sarvajanikuniversity.ac.in","753","4","do_not_mail","possible_trap","registrar","False"
"registrar@sbbsuniversity.ac.in","754","4","do_not_mail","possible_trap","registrar","False"
"registrar@sbu.ac.in","755","4","do_not_mail","possible_trap","registrar","False"
"registrar@sgrru.ac.in","756","4","do_not_mail","possible_trap","registrar","False"
"registrar@sgsuniversity.ac.in","757","4","do_not_mail","possible_trap","registrar","False"
"registrar@sgtuniversity.ac.in","758","4","do_not_mail","possible_trap","registrar","False"
"registrar@agra.sharda.ac.in","759","4","do_not_mail","possible_trap","registrar","False"
"registrar@sharda.ac.in","760","4","do_not_mail","possible_trap","registrar","False"
"registrar@shreyarthuni.ac.in","761","4","do_not_mail","possible_trap","registrar","False"
"registrar@sigmauniversity.ac.in","762","4","do_not_mail","possible_trap","registrar","False"
"registrar@sikkimskilluniversity.ac.in","763","4","do_not_mail","possible_trap","registrar","False"
"registrar@silicon.ac.in","764","4","do_not_mail","possible_trap","registrar","False"
"registrar@silveroakuni.ac.in","765","4","do_not_mail","possible_trap","registrar","False"
"registrar@sju.ac.in","766","4","do_not_mail","possible_trap","registrar","False"
"registrar@sksinternationaluniversity.ac.in","767","4","do_not_mail","possible_trap","registrar","False"
"registrar@snuniv.ac.in","768","4","do_not_mail","possible_trap","registrar","False"
"registrar@spsu.ac.in","769","4","do_not_mail","possible_trap","registrar","False"
"registrar@spu.ac.in","770","4","do_not_mail","possible_trap","registrar","False"
"registrar@spubgt.ac.in","771","4","do_not_mail","possible_trap","registrar","False"
"registrar@srmu.ac.in","772","4","do_not_mail","possible_trap","registrar","False"
"registrar@srmuniversity.ac.in","773","4","do_not_mail","possible_trap","registrar","False"
"registrar@srmus.ac.in","774","4","do_not_mail","possible_trap","registrar","False"
"registrar@sruraipur.ac.in","775","4","do_not_mail","possible_trap","registrar","False"
"registrar@sspu.ac.in","776","4","do_not_mail","possible_trap","registrar","False"
"registrar@suas.ac.in","777","4","do_not_mail","possible_trap","registrar","False"
"registrar@sug.ac.in","778","4","do_not_mail","possible_trap","registrar","False"
"registrar@suni.ac.in","779","4","do_not_mail","possible_trap","registrar","False"
"registrar@svgu.ac.in","780","4","do_not_mail","possible_trap","registrar","False"
"registrar@svkmnmimsgu.ac.in","781","4","do_not_mail","possible_trap","registrar","False"
"registrar@svuniversity.ac.in","782","4","do_not_mail","possible_trap","registrar","False"
"registrar@swamivivekanandauniversity.ac.in","783","4","do_not_mail","possible_trap","registrar","False"
"registrar@takshashilauniv.ac.in","784","4","do_not_mail","possible_trap","registrar","False"
"registrar@technoindiauniversity.ac.in","785","4","do_not_mail","possible_trap","registrar","False"
"registrar@tiut.ac.in","786","4","do_not_mail","possible_trap","registrar","False"
"registrar@tmu.ac.in","787","4","do_not_mail","possible_trap","registrar","False"
"registrar@umu.ac.in","788","4","do_not_mail","possible_trap","registrar","False"
"registrar@upes.ac.in","789","4","do_not_mail","possible_trap","registrar","False"
"registrar@upluniversity.ac.in","790","4","do_not_mail","possible_trap","registrar","False"
"registrar@utu.ac.in","791","4","do_not_mail","possible_trap","registrar","False"
"registrar@vgu.ac.in","792","4","do_not_mail","possible_trap","registrar","False"
"registrar@vidhyadeepuni.ac.in","793","4","do_not_mail","possible_trap","registrar","False"
"registrar@vitap.ac.in","794","4","do_not_mail","possible_trap","registrar","False"
"registrar@vitbhopal.ac.in","795","4","do_not_mail","possible_trap","registrar","False"
"registrar@vivekuniversity.ac.in","796","4","do_not_mail","possible_trap","registrar","False"
"registrar@vou.ac.in","797","4","do_not_mail","possible_trap","registrar","False"
"registrar@vupune.ac.in","798","4","do_not_mail","possible_trap","registrar","False"
"registrar@vvitu.ac.in","799","4","do_not_mail","possible_trap","registrar","False"
"registrar@vvwusurat.ac.in","800","4","do_not_mail","possible_trap","registrar","False"
"registrar@williamcareyuniversity.ac.in","801","4","do_not_mail","possible_trap","registrar","False"
"registrar@worlduniversityofdesign.ac.in","802","4","do_not_mail","possible_trap","registrar","False"
"registrar@xup.ac.in","803","4","do_not_mail","possible_trap","registrar","False"
"registrar@ybnu.ac.in","804","4","do_not_mail","possible_trap","registrar","False"
"registrar@adityauniversity.in","805","4","do_not_mail","possible_trap","registrar","False"
"registrar@adtu.in","806","4","do_not_mail","possible_trap","registrar","False"
"registrar@amaltasuniversity.in","807","4","do_not_mail","possible_trap","registrar","False"
"registrar@arni.in","808","4","do_not_mail","possible_trap","registrar","False"
"registrar@auniv.in","809","4","do_not_mail","possible_trap","registrar","False"
"registrar@cgcuniversity.in","810","4","do_not_mail","possible_trap","registrar","False"
"registrar@apexuniversity.co.in","811","4","do_not_mail","possible_trap","registrar","False"
"registrar@sikkimglobaltechnicaluniversity.co.in","812","4","do_not_mail","possible_trap","registrar","False"
"registrar@singhaniauniversity.co.in","813","4","do_not_mail","possible_trap","registrar","False"
"registrar@sssutms.co.in","814","4","do_not_mail","possible_trap","registrar","False"
"registrar@coeruniversity.in","815","4","do_not_mail","possible_trap","registrar","False"
"registrar@cpuh.in","816","4","do_not_mail","possible_trap","registrar","False"
"registrar@cpur.in","817","4","do_not_mail","possible_trap","registrar","False"
"registrar@ctuniversity.in","818","4","do_not_mail","possible_trap","registrar","False"
"registrar@cuchd.in","819","4","do_not_mail","possible_trap","registrar","False"
"registrar@culko.in","820","4","do_not_mail","possible_trap","registrar","False"
"registrar@ddibu.in","821","4","do_not_mail","possible_trap","registrar","False"
"registrar@deshbhagatuniversity.in","822","4","do_not_mail","possible_trap","registrar","False"
"registrar@aaft.edu.in","823","4","do_not_mail","possible_trap","registrar","False"
"registrar@acu.edu.in","824","4","do_not_mail","possible_trap","registrar","False"
"registrar@adypu.edu.in","825","4","do_not_mail","possible_trap","registrar","False"
"registrar@agu.edu.in","826","4","do_not_mail","possible_trap","registrar","False"
"registrar@ahduni.edu.in","827","4","do_not_mail","possible_trap","registrar","False"
"registrar@aiu.edu.in","828","4","do_not_mail","possible_trap","registrar","False"
"registrar@aiuniversity.edu.in","829","4","do_not_mail","possible_trap","registrar","False"
"registrar@alarduniversity.edu.in","830","4","do_not_mail","possible_trap","registrar","False"
"registrar@alfalahuniversity.edu.in","831","4","do_not_mail","possible_trap","registrar","False"
"registrar@alkarimuniversity.edu.in","832","4","do_not_mail","possible_trap","registrar","False"
"registrar@alliance.edu.in","833","4","do_not_mail","possible_trap","registrar","False"
"registrar@annamacharyauniversity.edu.in","834","4","do_not_mail","possible_trap","registrar","False"
"registrar@anu.edu.in","835","4","do_not_mail","possible_trap","registrar","False"
"registrar@apexuniversity.edu.in","836","4","do_not_mail","possible_trap","registrar","False"
"registrar@apollouniversity.edu.in","837","4","do_not_mail","possible_trap","registrar","False"
"registrar@atlasuniversity.edu.in","838","4","do_not_mail","possible_trap","registrar","False"
"registrar@atriauniversity.edu.in","839","4","do_not_mail","possible_trap","registrar","False"
"registrar@aurouniversity.edu.in","840","4","do_not_mail","possible_trap","registrar","False"
