"email_address","institute_sr_no","email_seq","ZB Status","ZB Sub status","ZB Account","ZB Free Email"
"registrar@kuk.karnataka.gov.in","271","4","invalid","does_not_accept_mail","registrar","False"
"vc@kuk.karnataka.gov.in","271","5","invalid","does_not_accept_mail","vc","False"
"registrar@kuu.ac.in","272","4","do_not_mail","possible_trap","registrar","False"
"vc@kuu.ac.in","272","5","catch-all","","vc","False"
"registrar@litu.edu.in","273","4","do_not_mail","possible_trap","registrar","False"
"vc@litu.edu.in","273","5","valid","","vc","False"
"registrar@lnmu.ac.in","274","4","do_not_mail","possible_trap","registrar","False"
"vc@lnmu.ac.in","274","5","valid","","vc","False"
"registrar@madhabdevuniversity.ac.in","275","4","do_not_mail","possible_trap","registrar","False"
"vc@madhabdevuniversity.ac.in","275","5","invalid","mailbox_not_found","vc","False"
"registrar@mbbuniversity.ac.in","276","4","do_not_mail","possible_trap","registrar","False"
"vc@mbbuniversity.ac.in","276","5","invalid","mailbox_not_found","vc","False"
"registrar@mbspsu.ac.in","277","4","do_not_mail","possible_trap","registrar","False"
"vc@mbspsu.ac.in","277","5","valid","","vc","False"
"registrar@mcbu.ac.in","278","4","do_not_mail","possible_trap","registrar","False"
"vc@mcbu.ac.in","278","5","invalid","mailbox_not_found","vc","False"
"registrar@mcu.karnataka.gov.in","279","4","do_not_mail","possible_trap","registrar","False"
"vc@mcu.karnataka.gov.in","279","5","invalid","does_not_accept_mail","vc","False"
"registrar@mgsubikaner.ac.in","280","4","do_not_mail","possible_trap","registrar","False"
"vc@mgsubikaner.ac.in","280","5","valid","","vc","False"
"registrar@mguvv.ac.in","281","4","do_not_mail","possible_trap","registrar","False"
"vc@mguvv.ac.in","281","5","valid","","vc","False"
"registrar@mkuniversity.ac.in","282","4","do_not_mail","possible_trap","registrar","False"
"vc@mkuniversity.ac.in","282","5","invalid","mailbox_not_found","vc","False"
"registrar@mlu.ac.in","283","4","do_not_mail","possible_trap","registrar","False"
"vc@mlu.ac.in","283","5","valid","","vc","False"
"registrar@mnlumumbai.edu.in","284","4","do_not_mail","possible_trap","registrar","False"
"vc@mnlumumbai.edu.in","284","5","valid","","vc","False"
"registrar@mpmsu.edu.in","285","4","do_not_mail","possible_trap","registrar","False"
"vc@mpmsu.edu.in","285","5","unknown","failed_smtp_connection","vc","False"
"registrar@mpublp.ac.in","286","4","do_not_mail","global_suppression","registrar","False"
"vc@mpublp.ac.in","286","5","do_not_mail","global_suppression","vc","False"
"registrar@msbrijuniversity.ac.in","287","4","do_not_mail","possible_trap","registrar","False"
"vc@msbrijuniversity.ac.in","287","5","valid","","vc","False"
"registrar@msdsu.ac.in","288","4","do_not_mail","possible_trap","registrar","False"
"vc@msdsu.ac.in","288","5","valid","","vc","False"
"registrar@mssu.ac.in","289","4","do_not_mail","possible_trap","registrar","False"
"vc@mssu.ac.in","289","5","valid","","vc","False"
"registrar@mvvu.ac.in","290","4","do_not_mail","possible_trap","registrar","False"
"vc@mvvu.ac.in","290","5","invalid","does_not_accept_mail","vc","False"
"registrar@nagarjunauniversity.ac.in","291","4","invalid","does_not_accept_mail","registrar","False"
"vc@nagarjunauniversity.ac.in","291","5","invalid","does_not_accept_mail","vc","False"
"registrar@nagpuruniversity.ac.in","292","4","do_not_mail","possible_trap","registrar","False"
"vc@nagpuruniversity.ac.in","292","5","invalid","mailbox_not_found","vc","False"
"registrar@nlc.ac.in","293","4","do_not_mail","possible_trap","registrar","False"
"vc@nlc.ac.in","293","5","invalid","mailbox_not_found","vc","False"
"registrar@nusrlranchi.ac.in","294","4","do_not_mail","possible_trap","registrar","False"
"vc@nusrlranchi.ac.in","294","5","valid","","vc","False"
"registrar@odiauniversity.ac.in","295","4","do_not_mail","possible_trap","registrar","False"
"vc@odiauniversity.ac.in","295","5","invalid","does_not_accept_mail","vc","False"
"registrar@pgportal.gov.in","296","4","do_not_mail","global_suppression","registrar","False"
"vc@pgportal.gov.in","296","5","do_not_mail","global_suppression","vc","False"
"registrar@prsuniv.ac.in","297","4","do_not_mail","possible_trap","registrar","False"
"vc@prsuniv.ac.in","297","5","valid","","vc","False"
"registrar@psou.ac.in","298","4","do_not_mail","possible_trap","registrar","False"
"vc@psou.ac.in","298","5","valid","","vc","False"
"registrar@ptsnsuniversity.ac.in","299","4","invalid","does_not_accept_mail","registrar","False"
"vc@ptsnsuniversity.ac.in","299","5","invalid","does_not_accept_mail","vc","False"
"registrar@ptu.ac.in","300","4","do_not_mail","possible_trap","registrar","False"
"vc@ptu.ac.in","300","5","catch-all","","vc","False"
"registrar@rajendrauniversity.ac.in","301","4","do_not_mail","possible_trap","registrar","False"
"vc@rajendrauniversity.ac.in","301","5","valid","","vc","False"
"registrar@rajuvas.ac.in","302","4","do_not_mail","possible_trap","registrar","False"
"vc@rajuvas.ac.in","302","5","invalid","does_not_accept_mail","vc","False"
"registrar@rajuvas.org","303","4","invalid","does_not_accept_mail","registrar","False"
"vc@rajuvas.org","303","5","invalid","does_not_accept_mail","vc","False"
"registrar@ralvv.mponline.gov.in","304","4","do_not_mail","possible_trap","registrar","False"
"vc@ralvv.mponline.gov.in","304","5","invalid","does_not_accept_mail","vc","False"
"registrar@ravenshawuniversity.ac.in","305","4","do_not_mail","possible_trap","registrar","False"
"vc@ravenshawuniversity.ac.in","305","5","valid","","vc","False"
"registrar@rdwu.ac.in","306","4","do_not_mail","possible_trap","registrar","False"
"vc@rdwu.ac.in","306","5","invalid","mailbox_not_found","vc","False"
"registrar@rmpssu.ac.in","307","4","do_not_mail","possible_trap","registrar","False"
"vc@rmpssu.ac.in","307","5","valid","","vc","False"
"registrar@rtionline.gov.in","308","4","do_not_mail","global_suppression","registrar","False"
"vc@rtionline.gov.in","308","5","do_not_mail","global_suppression","vc","False"
"registrar@sbssu.ac.in","309","4","do_not_mail","possible_trap","registrar","False"
"vc@sbssu.ac.in","309","5","invalid","does_not_accept_mail","vc","False"
"registrar@sggu.ac.in","310","4","do_not_mail","possible_trap","registrar","False"
"vc@sggu.ac.in","310","5","valid","","vc","False"
"registrar@sgsu.gujarat.gov.in","311","4","invalid","does_not_accept_mail","registrar","False"
"vc@sgsu.gujarat.gov.in","311","5","invalid","does_not_accept_mail","vc","False"
"registrar@shekhauni.ac.in","312","4","do_not_mail","possible_trap","registrar","False"
"vc@shekhauni.ac.in","312","5","valid","","vc","False"
"registrar@sibsagaruniversity.ac.in","313","4","do_not_mail","possible_trap","registrar","False"
"vc@sibsagaruniversity.ac.in","313","5","valid","","vc","False"
"registrar@sknau.ac.in","314","4","do_not_mail","possible_trap","registrar","False"
"vc@sknau.ac.in","314","5","valid","","vc","False"
"registrar@sssu.ac.in","315","4","do_not_mail","possible_trap","registrar","False"
"vc@sssu.ac.in","315","5","valid","","vc","False"
"registrar@svimstpt.ap.nic.in","316","4","do_not_mail","global_suppression","registrar","False"
"vc@svimstpt.ap.nic.in","316","5","do_not_mail","global_suppression","vc","False"
"registrar@svuniversity.edu.in","317","4","do_not_mail","possible_trap","registrar","False"
"vc@svuniversity.edu.in","317","5","invalid","mailbox_not_found","vc","False"
"registrar@tnjjmfau.in","318","4","do_not_mail","possible_trap","registrar","False"
"vc@tnjjmfau.in","318","5","valid","","vc","False"
"registrar@tnnlu.ac.in","319","4","do_not_mail","possible_trap","registrar","False"
"vc@tnnlu.ac.in","319","5","invalid","mailbox_not_found","vc","False"
"registrar@uahs.edu.in","320","4","do_not_mail","possible_trap","registrar","False"
"vc@uahs.edu.in","320","5","valid","","vc","False"
"registrar@uamp.ugc.ac.in","321","4","do_not_mail","possible_trap","registrar","False"
"vc@uamp.ugc.ac.in","321","5","invalid","does_not_accept_mail","vc","False"
"registrar@uasmandya.co.in","322","4","do_not_mail","possible_trap","registrar","False"
"vc@uasmandya.co.in","322","5","invalid","does_not_accept_mail","vc","False"
"registrar@ugchindi.ugc.ac.in","323","4","do_not_mail","possible_trap","registrar","False"
"vc@ugchindi.ugc.ac.in","323","5","invalid","does_not_accept_mail","vc","False"
"registrar@universitysolutions.in","324","4","do_not_mail","possible_trap","registrar","False"
"vc@universitysolutions.in","324","5","invalid","mailbox_not_found","vc","False"
"registrar@uol.ac.in","325","4","do_not_mail","possible_trap","registrar","False"
"vc@uol.ac.in","325","5","valid","","vc","False"
"registrar@uvce.ac.in","326","4","do_not_mail","possible_trap","registrar","False"
"vc@uvce.ac.in","326","5","valid","","vc","False"
"registrar@vksu.ac.in","327","4","do_not_mail","possible_trap","registrar","False"
"vc@vksu.ac.in","327","5","invalid","mailbox_not_found","vc","False"
"registrar@vsu.ac.in","328","4","do_not_mail","possible_trap","registrar","False"
"vc@vsu.ac.in","328","5","valid","","vc","False"
"registrar@vsuraj.ac.in","329","4","do_not_mail","possible_trap","registrar","False"
"vc@vsuraj.ac.in","329","5","catch-all","","vc","False"
"registrar@waranauniversity.org","330","4","invalid","does_not_accept_mail","registrar","False"
"vc@waranauniversity.org","330","5","invalid","does_not_accept_mail","vc","False"
"registrar@wbuhs.ac.in","331","4","do_not_mail","possible_trap","registrar","False"
"vc@wbuhs.ac.in","331","5","valid","","vc","False"
"registrar@alagappauniversity.ac.in","332","4","do_not_mail","possible_trap","registrar","False"
"vc@alagappauniversity.ac.in","332","5","valid","","vc","False"
"registrar@alujaipur.ac.in","333","4","do_not_mail","possible_trap","registrar","False"
"vc@alujaipur.ac.in","333","5","valid","","vc","False"
"registrar@andhrauniversity.edu.in","334","4","do_not_mail","possible_trap","registrar","False"
"vc@andhrauniversity.edu.in","334","5","invalid","mailbox_not_found","vc","False"
"registrar@aujodhpur.ac.in","335","4","do_not_mail","possible_trap","registrar","False"
"vc@aujodhpur.ac.in","335","5","invalid","mailbox_not_found","vc","False"
"registrar@basu.org.in","336","4","do_not_mail","possible_trap","registrar","False"
"vc@basu.org.in","336","5","invalid","mailbox_not_found","vc","False"
"registrar@bdu.ac.in","337","4","do_not_mail","possible_trap","registrar","False"
"vc@bdu.ac.in","337","5","valid","","vc","False"
"registrar@bgku.ac.in","338","4","do_not_mail","possible_trap","registrar","False"
"vc@bgku.ac.in","338","5","valid","","vc","False"
"registrar@bilaspuruniversity.ac.in","339","4","do_not_mail","possible_trap","registrar","False"
"vc@bilaspuruniversity.ac.in","339","5","valid","","vc","False"
"registrar@biswabanglabiswabidyalay.org","340","4","do_not_mail","possible_trap","registrar","False"
"vc@biswabanglabiswabidyalay.org","340","5","unknown","failed_smtp_connection","vc","False"
"registrar@bknmu.edu.in","341","4","do_not_mail","possible_trap","registrar","False"
"vc@bknmu.edu.in","341","5","valid","","vc","False"
"registrar@bongaigaoncollege.ac.in","342","4","do_not_mail","possible_trap","registrar","False"
"vc@bongaigaoncollege.ac.in","342","5","catch-all","","vc","False"
"registrar@bput.ac.in","343","4","do_not_mail","possible_trap","registrar","False"
"vc@bput.ac.in","343","5","valid","","vc","False"
"registrar@braou.ac.in","344","4","do_not_mail","possible_trap","registrar","False"
"vc@braou.ac.in","344","5","valid","","vc","False"
"registrar@buodisha.edu.in","345","4","do_not_mail","possible_trap","registrar","False"
"vc@buodisha.edu.in","345","5","valid","","vc","False"
"registrar@buruniv.ac.in","346","4","do_not_mail","possible_trap","registrar","False"
"vc@buruniv.ac.in","346","5","valid","","vc","False"
"registrar@ccsuniversity.ac.in","347","4","do_not_mail","possible_trap","registrar","False"
"vc@ccsuniversity.ac.in","347","5","valid","","vc","False"
"registrar@cet.edu.in","348","4","do_not_mail","possible_trap","registrar","False"
"vc@cet.edu.in","348","5","invalid","mailbox_not_found","vc","False"
"registrar@coeptech.ac.in","349","4","do_not_mail","possible_trap","registrar","False"
"vc@coeptech.ac.in","349","5","valid","","vc","False"
"registrar@cugujarat.ac.in","350","4","do_not_mail","possible_trap","registrar","False"
"vc@cugujarat.ac.in","350","5","valid","","vc","False"
"registrar@cuklap.ac.in","351","4","do_not_mail","possible_trap","registrar","False"
"vc@cuklap.ac.in","351","5","valid","","vc","False"
"registrar@cusat.ac.in","352","4","do_not_mail","possible_trap","registrar","False"
"vc@cusat.ac.in","352","5","invalid","mailbox_not_found","vc","False"
"registrar@cusrinagar.edu.in","353","4","do_not_mail","possible_trap","registrar","False"
"vc@cusrinagar.edu.in","353","5","valid","","vc","False"
"registrar@ddu.ac.in","354","4","do_not_mail","possible_trap","registrar","False"
"vc@ddu.ac.in","354","5","valid","","vc","False"
"registrar@drrmlims.ac.in","355","4","do_not_mail","possible_trap","registrar","False"
"vc@drrmlims.ac.in","355","5","invalid","mailbox_not_found","vc","False"
"registrar@education.gov.in","356","4","do_not_mail","global_suppression","registrar","False"
"vc@education.gov.in","356","5","do_not_mail","global_suppression","vc","False"
"registrar@gbu.ac.in","357","4","do_not_mail","possible_trap","registrar","False"
"vc@gbu.ac.in","357","5","valid","","vc","False"
"registrar@ggtu.ac.in","358","4","do_not_mail","possible_trap","registrar","False"
"vc@ggtu.ac.in","358","5","valid","","vc","False"
"registrar@gndu.ac.in","359","4","do_not_mail","possible_trap","registrar","False"
"vc@gndu.ac.in","359","5","valid","","vc","False"
"registrar@gujaratuniversity.ac.in","360","4","do_not_mail","possible_trap","registrar","False"
"vc@gujaratuniversity.ac.in","360","5","valid","","vc","False"
"registrar@himtu.ac.in","361","4","do_not_mail","possible_trap","registrar","False"
"vc@himtu.ac.in","361","5","invalid","mailbox_not_found","vc","False"
"registrar@hindiuniv.ac.in","362","4","do_not_mail","possible_trap","registrar","False"
"vc@hindiuniv.ac.in","362","5","catch-all","","vc","False"
"registrar@hpnlu.ac.in","363","4","do_not_mail","possible_trap","registrar","False"
"vc@hpnlu.ac.in","363","5","valid","","vc","False"
"registrar@igu.ac.in","364","4","do_not_mail","possible_trap","registrar","False"
"vc@igu.ac.in","364","5","valid","","vc","False"
"registrar@iiit-bh.ac.in","365","4","do_not_mail","possible_trap","registrar","False"
"vc@iiit-bh.ac.in","365","5","invalid","mailbox_not_found","vc","False"
"registrar@iiitnr.ac.in","366","4","do_not_mail","possible_trap","registrar","False"
"vc@iiitnr.ac.in","366","5","invalid","mailbox_not_found","vc","False"
"registrar@instagram.com","367","4","do_not_mail","possible_trap","registrar","False"
"vc@instagram.com","367","5","catch-all","","vc","False"
"registrar@janapadauniversity.ac.in","368","4","do_not_mail","possible_trap","registrar","False"
"vc@janapadauniversity.ac.in","368","5","catch-all","","vc","False"
"registrar@jcboseust.ac.in","369","4","do_not_mail","possible_trap","registrar","False"
"vc@jcboseust.ac.in","369","5","valid","","vc","False"
"registrar@kamdhenuuni.edu.in","370","4","do_not_mail","possible_trap","registrar","False"
"vc@kamdhenuuni.edu.in","370","5","valid","","vc","False"
"registrar@kanyashreeuniversity.in","371","4","do_not_mail","possible_trap","registrar","False"
"vc@kanyashreeuniversity.in","371","5","valid","","vc","False"
"registrar@ksus.ac.in","372","4","do_not_mail","possible_trap","registrar","False"
"vc@ksus.ac.in","372","5","valid","","vc","False"
"registrar@kvafsu.edu.in","373","4","do_not_mail","possible_trap","registrar","False"
"vc@kvafsu.edu.in","373","5","valid","","vc","False"
"registrar@kvasu.ac.in","374","4","do_not_mail","possible_trap","registrar","False"
"vc@kvasu.ac.in","374","5","valid","","vc","False"
"registrar@luvas.edu.in","375","4","do_not_mail","possible_trap","registrar","False"
"vc@luvas.edu.in","375","5","valid","","vc","False"
"registrar@mbm.ac.in","376","4","do_not_mail","possible_trap","registrar","False"
"vc@mbm.ac.in","376","5","valid","","vc","False"
"registrar@mdurohtak.ac.in","377","4","do_not_mail","possible_trap","registrar","False"
"vc@mdurohtak.ac.in","377","5","valid","","vc","False"
"registrar@mguwb.org.in","378","4","do_not_mail","possible_trap","registrar","False"
"vc@mguwb.org.in","378","5","invalid","mailbox_not_found","vc","False"
"registrar@mhu.ac.in","379","4","do_not_mail","possible_trap","registrar","False"
"vc@mhu.ac.in","379","5","valid","","vc","False"
"registrar@mjpru.ac.in","380","4","do_not_mail","possible_trap","registrar","False"
"vc@mjpru.ac.in","380","5","valid","","vc","False"
"registrar@mkbhavuni.edu.in","381","4","do_not_mail","possible_trap","registrar","False"
"vc@mkbhavuni.edu.in","381","5","valid","","vc","False"
"registrar@mnlua.ac.in","382","4","do_not_mail","possible_trap","registrar","False"
"vc@mnlua.ac.in","382","5","valid","","vc","False"
"registrar@motherteresawomenuniv.ac.in","383","4","do_not_mail","possible_trap","registrar","False"
"vc@motherteresawomenuniv.ac.in","383","5","invalid","mailbox_not_found","vc","False"
"registrar@mpdnlu.ac.in","384","4","do_not_mail","possible_trap","registrar","False"
"vc@mpdnlu.ac.in","384","5","valid","","vc","False"
"registrar@msubaroda.ac.in","385","4","do_not_mail","possible_trap","registrar","False"
"vc@msubaroda.ac.in","385","5","valid","","vc","False"
"registrar@msuniv.ac.in","386","4","do_not_mail","possible_trap","registrar","False"
"vc@msuniv.ac.in","386","5","valid","","vc","False"
"registrar@mungeruniversity.ac.in","387","4","do_not_mail","possible_trap","registrar","False"
"vc@mungeruniversity.ac.in","387","5","valid","","vc","False"
"registrar@muoc.ac.in","388","4","do_not_mail","possible_trap","registrar","False"
"vc@muoc.ac.in","388","5","unknown","failed_smtp_connection","vc","False"
"registrar@mvsu.ac.in","389","4","do_not_mail","possible_trap","registrar","False"
"vc@mvsu.ac.in","389","5","valid","","vc","False"
"registrar@nduat.org","390","4","do_not_mail","possible_trap","registrar","False"
"vc@nduat.org","390","5","valid","","vc","False"
"registrar@nlumeg.ac.in","391","4","do_not_mail","possible_trap","registrar","False"
"vc@nlumeg.ac.in","391","5","valid","","vc","False"
"registrar@nlunagpur.ac.in","392","4","do_not_mail","possible_trap","registrar","False"
"vc@nlunagpur.ac.in","392","5","catch-all","","vc","False"
"registrar@nlutripura.ac.in","393","4","do_not_mail","possible_trap","registrar","False"
"vc@nlutripura.ac.in","393","5","valid","","vc","False"
"registrar@nowgongcollege.edu.in","394","4","do_not_mail","possible_trap","registrar","False"
"vc@nowgongcollege.edu.in","394","5","invalid","mailbox_not_found","vc","False"
"registrar@nsut.ac.in","395","4","do_not_mail","possible_trap","registrar","False"
"vc@nsut.ac.in","395","5","valid","","vc","False"
"registrar@osmania.ac.in","396","4","do_not_mail","possible_trap","registrar","False"
"vc@osmania.ac.in","396","5","valid","","vc","False"
"registrar@osou.ac.in","397","4","do_not_mail","possible_trap","registrar","False"
"vc@osou.ac.in","397","5","valid","","vc","False"
"registrar@oucwkoti.ac.in","398","4","do_not_mail","possible_trap","registrar","False"
"vc@oucwkoti.ac.in","398","5","invalid","mailbox_not_found","vc","False"
"registrar@ouhs.ac.in","399","4","do_not_mail","possible_trap","registrar","False"
"vc@ouhs.ac.in","399","5","valid","","vc","False"
"registrar@pau.edu","400","4","do_not_mail","possible_trap","registrar","False"
"vc@pau.edu","400","5","valid","","vc","False"
"registrar@ptuniv.edu.in","401","4","do_not_mail","possible_trap","registrar","False"
"vc@ptuniv.edu.in","401","5","valid","","vc","False"
"registrar@purneauniversity.ac.in","402","4","do_not_mail","possible_trap","registrar","False"
"vc@purneauniversity.ac.in","402","5","invalid","mailbox_not_found","vc","False"
"registrar@rayalaseemauniversity.ac.in","403","4","do_not_mail","possible_trap","registrar","False"
"vc@rayalaseemauniversity.ac.in","403","5","valid","","vc","False"
"registrar@rgpv.ac.in","404","4","do_not_mail","possible_trap","registrar","False"
"vc@rgpv.ac.in","404","5","valid","","vc","False"
"registrar@rrbmuniv.ac.in","405","4","invalid","does_not_accept_mail","registrar","False"
"vc@rrbmuniv.ac.in","405","5","invalid","does_not_accept_mail","vc","False"
"registrar@rtuassam.ac.in","406","4","do_not_mail","possible_trap","registrar","False"
"vc@rtuassam.ac.in","406","5","valid","","vc","False"
"registrar@sanskritcollegeanduniversity.org.in","407","4","do_not_mail","possible_trap","registrar","False"
"vc@sanskritcollegeanduniversity.org.in","407","5","valid","","vc","False"
"registrar@sggcg.in","408","4","do_not_mail","possible_trap","registrar","False"
"vc@sggcg.in","408","5","invalid","mailbox_not_found","vc","False"
"registrar@sportsuniup.com","409","4","do_not_mail","possible_trap","registrar","False"
"vc@sportsuniup.com","409","5","valid","","vc","False"
"registrar@suniv.ac.in","410","4","do_not_mail","possible_trap","registrar","False"
"vc@suniv.ac.in","410","5","valid","","vc","False"
"registrar@suoh.ac.in","411","4","do_not_mail","possible_trap","registrar","False"
"vc@suoh.ac.in","411","5","valid","","vc","False"
"registrar@svvu.edu.in","412","4","do_not_mail","possible_trap","registrar","False"
"vc@svvu.edu.in","412","5","invalid","mailbox_not_found","vc","False"
"registrar@tamiluniversity.ac.in","413","4","do_not_mail","possible_trap","registrar","False"
"vc@tamiluniversity.ac.in","413","5","catch-all","","vc","False"
"registrar@tndalu.ac.in","414","4","do_not_mail","possible_trap","registrar","False"
"vc@tndalu.ac.in","414","5","valid","","vc","False"
"registrar@tnmgrmu.ac.in","415","4","do_not_mail","possible_trap","registrar","False"
"vc@tnmgrmu.ac.in","415","5","valid","","vc","False"
"registrar@tnou.ac.in","416","4","do_not_mail","possible_trap","registrar","False"
"vc@tnou.ac.in","416","5","valid","","vc","False"
"registrar@tnpesu.org","417","4","do_not_mail","possible_trap","registrar","False"
"vc@tnpesu.org","417","5","invalid","mailbox_not_found","vc","False"
"registrar@tsvu.nic.in","418","4","do_not_mail","global_suppression","registrar","False"
"vc@tsvu.nic.in","418","5","do_not_mail","global_suppression","vc","False"
"registrar@tvu.edu.in","419","4","do_not_mail","possible_trap","registrar","False"
"vc@tvu.edu.in","419","5","valid","","vc","False"
"registrar@ubkv.ac.in","420","4","do_not_mail","possible_trap","registrar","False"
"vc@ubkv.ac.in","420","5","valid","","vc","False"
"registrar@unikbp.ac.in","421","4","do_not_mail","possible_trap","registrar","False"
"vc@unikbp.ac.in","421","5","valid","","vc","False"
"registrar@uni-mysore.ac.in","422","4","do_not_mail","possible_trap","registrar","False"
"vc@uni-mysore.ac.in","422","5","valid","","vc","False"
"registrar@uok.ac.in","423","4","do_not_mail","possible_trap","registrar","False"
"vc@uok.ac.in","423","5","valid","","vc","False"
"registrar@uok.edu.in","424","4","do_not_mail","possible_trap","registrar","False"
"vc@uok.edu.in","424","5","invalid","mailbox_not_found","vc","False"
"registrar@upums.ac.in","425","4","do_not_mail","possible_trap","registrar","False"
"vc@upums.ac.in","425","5","catch-all","","vc","False"
"registrar@usvv.ac.in","426","4","do_not_mail","possible_trap","registrar","False"
"vc@usvv.ac.in","426","5","valid","","vc","False"
"registrar@uuhf.ac.in","427","4","do_not_mail","possible_trap","registrar","False"
"vc@uuhf.ac.in","427","5","catch-all","","vc","False"
"registrar@vikramdevuniversity.ac.in","428","4","do_not_mail","possible_trap","registrar","False"
"vc@vikramdevuniversity.ac.in","428","5","invalid","does_not_accept_mail","vc","False"
"registrar@vnmkv.ac.in","429","4","do_not_mail","possible_trap","registrar","False"
"vc@vnmkv.ac.in","429","5","valid","","vc","False"
"registrar@wbnsou.ac.in","430","4","do_not_mail","possible_trap","registrar","False"
"vc@wbnsou.ac.in","430","5","invalid","mailbox_not_found","vc","False"
"registrar@ycmou.ac.in","431","4","do_not_mail","possible_trap","registrar","False"
"vc@ycmou.ac.in","431","5","valid","","vc","False"
"registrar@ysrafu.ac.in","432","4","do_not_mail","possible_trap","registrar","False"
"vc@ysrafu.ac.in","432","5","valid","","vc","False"
"registrar@yisu.in","433","4","do_not_mail","possible_trap","registrar","False"
"vc@yisu.in","433","5","unknown","antispam_system","vc","False"
"registrar@yvu.edu.in","434","4","do_not_mail","possible_trap","registrar","False"
"vc@yvu.edu.in","434","5","valid","","vc","False"
"registrar@bvuniversity.edu.in","435","4","do_not_mail","possible_trap","registrar","False"
"vc@bvuniversity.edu.in","435","5","invalid","mailbox_not_found","vc","False"
"registrar@jvbi.ac.in","436","4","do_not_mail","possible_trap","registrar","False"
"vc@jvbi.ac.in","436","5","catch-all","","vc","False"
"registrar@sliet.ac.in","437","4","do_not_mail","possible_trap","registrar","False"
"vc@sliet.ac.in","437","5","unknown","antispam_system","vc","False"
"registrar@amrita.edu","438","4","do_not_mail","possible_trap","registrar","False"
"vc@amrita.edu","438","5","invalid","mailbox_not_found","vc","False"
"registrar@banasthali.org","439","4","invalid","does_not_accept_mail","registrar","False"
"vc@banasthali.org","439","5","invalid","does_not_accept_mail","vc","False"
"registrar@bitmesra.ac.in","440","4","do_not_mail","possible_trap","registrar","False"
"vc@bitmesra.ac.in","440","5","valid","","vc","False"
"registrar@bsauniv.ac.in","441","4","do_not_mail","possible_trap","registrar","False"
"vc@bsauniv.ac.in","441","5","valid","","vc","False"
"registrar@christuniversity.in","442","4","do_not_mail","possible_trap","registrar","False"
"vc@christuniversity.in","442","5","valid","","vc","False"
"registrar@cife.edu.in","443","4","do_not_mail","possible_trap","registrar","False"
"vc@cife.edu.in","443","5","invalid","mailbox_not_found","vc","False"
"registrar@cihts.ac.in","444","4","do_not_mail","possible_trap","registrar","False"
"vc@cihts.ac.in","444","5","invalid","mailbox_not_found","vc","False"
"registrar@dmimsu.edu.in","445","4","do_not_mail","possible_trap","registrar","False"
"vc@dmimsu.edu.in","445","5","valid","alias_address","vc","False"
"registrar@dpu.edu.in","446","4","do_not_mail","possible_trap","registrar","False"
"vc@dpu.edu.in","446","5","valid","","vc","False"
"registrar@dypatil.ac.in","447","4","invalid","does_not_accept_mail","registrar","False"
"vc@dypatil.ac.in","447","5","invalid","does_not_accept_mail","vc","False"
"registrar@gipe.ac.in","448","4","do_not_mail","possible_trap","registrar","False"
"vc@gipe.ac.in","448","5","valid","","vc","False"
"registrar@gitam.edu","449","4","do_not_mail","possible_trap","registrar","False"
"vc@gitam.edu","449","5","invalid","mailbox_not_found","vc","False"
"registrar@gkv.ac.in","450","4","do_not_mail","possible_trap","registrar","False"
"vc@gkv.ac.in","450","5","invalid","mailbox_not_found","vc","False"
"registrar@gujaratvidyapith.org","451","4","do_not_mail","possible_trap","registrar","False"
"vc@gujaratvidyapith.org","451","5","valid","","vc","False"
"registrar@hbni.ac.in","452","4","do_not_mail","possible_trap","registrar","False"
"vc@hbni.ac.in","452","5","invalid","mailbox_not_found","vc","False"
"registrar@iacs.res.in","453","4","do_not_mail","possible_trap","registrar","False"
"vc@iacs.res.in","453","5","catch-all","","vc","False"
"registrar@iari.res.in","454","4","invalid","does_not_accept_mail","registrar","False"
"vc@iari.res.in","454","5","invalid","does_not_accept_mail","vc","False"
"registrar@iaseuniversity.org.in","455","4","do_not_mail","possible_trap","registrar","False"
"vc@iaseuniversity.org.in","455","5","valid","","vc","False"
"registrar@icfre.org","456","4","do_not_mail","possible_trap","registrar","False"
"vc@icfre.org","456","5","invalid","mailbox_not_found","vc","False"
"registrar@ifheindia.org","457","4","do_not_mail","possible_trap","registrar","False"
"vc@ifheindia.org","457","5","valid","","vc","False"
"registrar@igidr.ac.in","458","4","do_not_mail","possible_trap","registrar","False"
"vc@igidr.ac.in","458","5","invalid","mailbox_not_found","vc","False"
"registrar@iift.edu","459","4","do_not_mail","possible_trap","registrar","False"
"vc@iift.edu","459","5","valid","","vc","False"
"registrar@iiit.ac.in","460","4","do_not_mail","possible_trap","registrar","False"
"vc@iiit.ac.in","460","5","valid","","vc","False"
"registrar@iiitb.ac.in","461","4","do_not_mail","possible_trap","registrar","False"
"vc@iiitb.ac.in","461","5","catch-all","","vc","False"
"registrar@iist.ac.in","462","4","do_not_mail","possible_trap","registrar","False"
"vc@iist.ac.in","462","5","catch-all","","vc","False"
"registrar@ivri.nic.in","463","4","do_not_mail","global_suppression","registrar","False"
"vc@ivri.nic.in","463","5","do_not_mail","global_suppression","vc","False"
"registrar@jamiahamdard.edu","464","4","do_not_mail","possible_trap","registrar","False"
"vc@jamiahamdard.edu","464","5","invalid","mailbox_not_found","vc","False"
"registrar@jiit.ac.in","465","4","do_not_mail","possible_trap","registrar","False"
